,occurrenceID,basisOfRecord,Preparations (Physical Samples),eventDate,scientificName,kingdom,phylum,class,order,family,genus,specific Epithet (species),taxonRank,identifiedBy,AI Detection Method/Model,Confidence%,Verification Method,Verification Name,dateIdentified,nomenclaturalCode,individualCount,organismQuantity,organismQuantityType,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,verbatimCoordinateSystem,higherGeography,continent,country,countryCode,stateProvince,county,locality,verbatimLocality,occurrenceRemarks,references,Filename/Run
53,Raft-3/Insect/33,MachineObservation,,2024-07-11 19:36:16,Eulachnus-rileyi-Williams_1911,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Eulachnus,Eulachnus rileyi,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.377,Human,,2024-07-11,ICZN,2,144,observations,-2.966016,-60.737480833333336,WGS84,,"-2.966016,-60.7374808333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,515_09a1c5-caa0a/crop_C03_2024-07-11_23-36-16_-2-9660159999999998_-60-737480833333336_CROPNUMBER_31_UUID_515_09a1c5-caa0a.png
54,Raft-3/Insect/34,MachineObservation,,2024-07-12 01:51:18,Eulepidotis--Hbner_1823,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eulepidotis,,Genus,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.301,Human,,2024-07-12,ICZN,3,144,observations,-2.9660701666666665,-60.73739166666667,WGS84,,"-2.96607016666667,-60.7373916666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1842_8270e9-41559/crop_C03_2024-07-12_05-51-18_-2-9660701666666665_-60-73739166666667_CROPNUMBER_38_UUID_1842_8270e9-41559.png
55,Raft-3/Insect/35,MachineObservation,,2024-07-12 03:52:12,Eulepidotis-juncida-Guene_1852,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eulepidotis,Eulepidotis juncida,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.26,Human,,2024-07-12,ICZN,1,144,observations,-2.966101833333333,-60.7373605,WGS84,,"-2.96610183333333,-60.7373605",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,2270_4f93d8-d3ba6/crop_C03_2024-07-12_07-52-12_-2-966101833333333_-60-7373605_CROPNUMBER_5_UUID_2270_4f93d8-d3ba6.png
56,Raft-3/Insect/36,MachineObservation,,2024-07-12 06:11:38,Eulepidotis-rectimargo-Guene_1852,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eulepidotis,Eulepidotis rectimargo,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.4045172413793103,Human,,2024-07-12,ICZN,28,144,observations,-2.9661135,-60.7372665,WGS84,,"-2.9661135,-60.7372665",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,2763_cf6a3e-bd00b/crop_C03_2024-07-12_10-11-38_-2-9661135_-60-7372665_CROPNUMBER_5_UUID_2763_cf6a3e-bd00b.png
57,Raft-1/Insect/9,MachineObservation,,2024-07-11 21:18:56,Euperilampus-triangularis-Say_1829,Animalia,Arthropoda,Insecta,Hymenoptera,Perilampidae,Euperilampus,Euperilampus triangularis,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.387,Human,,2024-07-11,ICZN,3,58,observations,-2.9664503333333334,-60.742543833333336,WGS84,,"-2.96645033333333,-60.7425438333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1009_24f031-0ff15/crop_C01_2024-07-12_01-18-56_-2-9664503333333334_-60-742543833333336_CROPNUMBER_46_UUID_1009_24f031-0ff15.png
58,Raft-3/Insect/37,MachineObservation,,2024-07-11 19:14:32,Euplatypus-compositus-Say__T_1824,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Euplatypus,Euplatypus compositus,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.926,Human,,2024-07-11,ICZN,126,144,observations,-2.9660215,-60.73740866666667,WGS84,,"-2.9660215,-60.7374086666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,438_2dd88d-8af72/crop_C03_2024-07-11_23-14-32_-2-9660215_-60-73740866666667_CROPNUMBER_121_UUID_438_2dd88d-8af72.png
59,Raft-3/Insect/38,MachineObservation,,2024-07-11 20:51:55,Evania-appendigaster-Linnaeus_1758,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Evania,Evania appendigaster,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.33,Human,,2024-07-11,ICZN,2,144,observations,-2.9661285,-60.73734133333333,WGS84,,"-2.9661285,-60.7373413333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,783_d899fa-8b1e7/crop_C03_2024-07-12_00-51-55_-2-9661285_-60-73734133333333_CROPNUMBER_93_UUID_783_d899fa-8b1e7.png
60,Raft-2/Insect/14,MachineObservation,,2024-07-12 00:05:42,Evenus-regalis-Cramer_1779,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Evenus,Evenus regalis,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.32,Human,,2024-07-12,ICZN,1,53,observations,-2.9657105,-60.73986333333333,WGS84,,"-2.9657105,-60.7398633333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1526_d0ded7-085fc/crop_C02_2024-07-12_04-05-42_-2-9657105_-60-73986333333333_CROPNUMBER_2_UUID_1526_d0ded7-085fc.png
61,Raft-3/Insect/39,MachineObservation,,2024-07-12 01:19:02,Feigeria-scops-,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Feigeria,Feigeria scops,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.309,Human,,2024-07-12,ICZN,3,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1728_c31fe8-36933/crop_C03_2024-07-12_05-19-02_0-0_0-0_CROPNUMBER_91_UUID_1728_c31fe8-36933.png
62,Raft-2/Insect/15,MachineObservation,,2024-07-12 06:46:24,Formicidae--,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.5427500000000001,Human,,2024-07-12,ICZN,411,53,observations,-2.9656741666666666,-60.7398995,WGS84,,"-2.96567416666667,-60.7398995",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,2956_ee6c7f-bcdae/crop_C02_2024-07-12_10-46-24_-2-9656741666666666_-60-7398995_CROPNUMBER_0_UUID_2956_ee6c7f-bcdae.png
63,Raft-2/Insect/16,MachineObservation,,2024-07-12 03:44:04,Geometridae--,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.486,Human,,2024-07-12,ICZN,39,53,observations,-2.965679,-60.73990616666666,WGS84,,"-2.965679,-60.7399061666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,2306_d075dd-cfa5c/crop_C02_2024-07-12_07-44-04_-2-9656789999999997_-60-739906166666664_CROPNUMBER_6_UUID_2306_d075dd-cfa5c.png
64,Raft-2/Insect/17,MachineObservation,,2024-07-11 20:04:57,Gryllidae--,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.281,Human,,2024-07-11,ICZN,1,53,observations,-2.965669666666667,-60.739877666666665,WGS84,,"-2.96566966666667,-60.7398776666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,664_0aa6b1-319d5/crop_C02_2024-07-12_00-04-57_-2-965669666666667_-60-739877666666665_CROPNUMBER_334_UUID_664_0aa6b1-319d5.png
65,Raft-3/Insect/40,MachineObservation,,2024-07-11 19:19:37,Hemiptera--,Animalia,Arthropoda,Insecta,Hemiptera,,,,Order,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.664,Human,,2024-07-11,ICZN,49,144,observations,-2.9660486666666666,-60.737409666666665,WGS84,,"-2.96604866666667,-60.7374096666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,456_3b0306-17507/crop_C03_2024-07-11_23-19-37_-2-9660486666666666_-60-737409666666665_CROPNUMBER_162_UUID_456_3b0306-17507.png
66,Raft-3/Insect/41,MachineObservation,,2024-07-11 20:59:00,Hermetia-illucens-Linnaeus_1758,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Hermetia,Hermetia illucens,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.264,Human,,2024-07-11,ICZN,1,144,observations,-2.9660881666666667,-60.7373775,WGS84,,"-2.96608816666667,-60.7373775",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,808_d4eab7-ab6d5/crop_C03_2024-07-12_00-59-00_-2-9660881666666667_-60-7373775_CROPNUMBER_2_UUID_808_d4eab7-ab6d5.png
67,Raft-3/Insect/42,MachineObservation,,2024-07-12 04:06:38,Herpetogramma-phaeopteralis-Guene_1854,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Herpetogramma,Herpetogramma phaeopteralis,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.264,Human,,2024-07-12,ICZN,1,144,observations,-2.9660155,-60.737351833333335,WGS84,,"-2.9660155,-60.7373518333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,2321_e83581-c9835/crop_C03_2024-07-12_08-06-38_-2-9660155_-60-737351833333335_CROPNUMBER_18_UUID_2321_e83581-c9835.png
68,Raft-3/Insect/43,MachineObservation,,2024-07-12 06:42:09,Hesperiidae--,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.348,Human,,2024-07-12,ICZN,3,144,observations,-2.9656261666666666,-60.73743133333333,WGS84,,"-2.96562616666667,-60.7374313333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 3]",,2871_b4ff9a-cf23c/crop_C03_2024-07-12_10-42-09_-2-9656261666666666_-60-73743133333333_CROPNUMBER_8_UUID_2871_b4ff9a-cf23c.png
69,Raft-1/Insect/10,MachineObservation,,2024-07-11 19:57:42,Hortensia-similis-Walker_1851,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Hortensia,Hortensia similis,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.258,Human,,2024-07-11,ICZN,1,58,observations,-2.966467333333333,-60.74256,WGS84,,"-2.96646733333333,-60.74256",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,719_9d7f65-8ed0b/crop_C01_2024-07-11_23-57-42_-2-966467333333333_-60-74256_CROPNUMBER_162_UUID_719_9d7f65-8ed0b.png
70,Raft-3/Insect/44,MachineObservation,,2024-07-12 02:29:42,Hyalorista-taeniolalis-Guene_1854,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Hyalorista,Hyalorista taeniolalis,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.355,Human,,2024-07-12,ICZN,2,144,observations,-2.966364833333333,-60.73774483333333,WGS84,,"-2.96636483333333,-60.7377448333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1978_469086-63b67/crop_C03_2024-07-12_06-29-42_-2-9663648333333335_-60-73774483333333_CROPNUMBER_44_UUID_1978_469086-63b67.png
71,Raft-2/Insect/18,MachineObservation,,2024-07-12 02:37:42,Hymenoptera--,Animalia,Arthropoda,Insecta,Hymenoptera,,,,Order,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.512,Human,,2024-07-12,ICZN,2,53,observations,-2.9655461666666665,-60.73989566666667,WGS84,,"-2.96554616666667,-60.7398956666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,2069_ef7662-1f725/crop_C02_2024-07-12_06-37-42_-2-9655461666666665_-60-73989566666667_CROPNUMBER_18_UUID_2069_ef7662-1f725.png
72,Raft-3/Insect/45,MachineObservation,,2024-07-12 03:02:47,Hypsopygia-nostralis-Guene_1854,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Hypsopygia,Hypsopygia nostralis,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.391,Human,,2024-07-12,ICZN,10,144,observations,-2.9661686666666665,-60.737302666666665,WGS84,,"-2.96616866666667,-60.7373026666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,2095_3a7038-04dea/crop_C03_2024-07-12_07-02-47_-2-9661686666666665_-60-737302666666665_CROPNUMBER_0_UUID_2095_3a7038-04dea.png
73,Raft-3/Insect/46,MachineObservation,,2024-07-11 19:52:23,Ichneumonidae--,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.318,Human,,2024-07-11,ICZN,1,144,observations,-2.966077333333333,-60.73735933333333,WGS84,,"-2.96607733333333,-60.7373593333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,572_18a45e-558b4/crop_C03_2024-07-11_23-52-23_-2-9660773333333332_-60-73735933333333_CROPNUMBER_201_UUID_572_18a45e-558b4.png
74,Raft-2/Insect/19,MachineObservation,,2024-07-12 03:20:12,Idaea-inversata-Guene,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,Idaea inversata,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.336,Human,,2024-07-12,ICZN,2,53,observations,-2.9656855,-60.739853333333336,WGS84,,"-2.9656855,-60.7398533333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,2221_6ba1c3-99107/crop_C02_2024-07-12_07-20-12_-2-9656855_-60-739853333333336_CROPNUMBER_0_UUID_2221_6ba1c3-99107.png
75,Raft-3/Insect/47,MachineObservation,,2024-07-11 18:43:46,Ischnoptera-bilunata-Saussure_1869,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Ischnoptera,Ischnoptera bilunata,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.312,Human,,2024-07-11,ICZN,1,144,observations,-2.966095,-60.73772266666667,WGS84,,"-2.966095,-60.7377226666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,329_75ff69-f7f68/crop_C03_2024-07-11_22-43-46_-2-966095_-60-73772266666667_CROPNUMBER_86_UUID_329_75ff69-f7f68.png
76,Raft-1/Insect/11,MachineObservation,,2024-07-11 21:11:58,Lepidoptera--,Animalia,Arthropoda,Insecta,Lepidoptera,,,,Order,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.4195,Human,,2024-07-11,ICZN,297,58,observations,-2.9664566666666667,-60.74251616666667,WGS84,,"-2.96645666666667,-60.7425161666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,984_24307f-d9a11/crop_C01_2024-07-12_01-11-58_-2-9664566666666667_-60-74251616666667_CROPNUMBER_36_UUID_984_24307f-d9a11.png
77,Raft-2/Insect/20,MachineObservation,,2024-07-11 20:24:06,Lepisma-saccharinum-Linnaeus_1758,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Lepisma,Lepisma saccharinum,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.367,Human,,2024-07-11,ICZN,2,53,observations,-2.965669166666667,-60.7398715,WGS84,,"-2.96566916666667,-60.7398715",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,733_d31044-40c13/crop_C02_2024-07-12_00-24-06_-2-965669166666667_-60-7398715_CROPNUMBER_212_UUID_733_d31044-40c13.png
78,Raft-2/Insect/21,MachineObservation,,2024-07-11 18:51:56,Libellulidae--,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.539,Human,,2024-07-11,ICZN,8,53,observations,-2.9656895,-60.739877666666665,WGS84,,"-2.9656895,-60.7398776666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,402_46e196-27451/crop_C02_2024-07-11_22-51-56_-2-9656895_-60-739877666666665_CROPNUMBER_300_UUID_402_46e196-27451.png
79,Raft-3/Insect/48,MachineObservation,,2024-07-12 00:21:39,Limacodidae--,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.3235,Human,,2024-07-12,ICZN,11,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1525_c94c53-fcc59/crop_C03_2024-07-12_04-21-39_0-0_0-0_CROPNUMBER_6_UUID_1525_c94c53-fcc59.png
80,Raft-2/Insect/22,MachineObservation,,2024-07-11 19:03:25,Lioptilodes-albistriolatus-Zeller_1871,Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Lioptilodes,Lioptilodes albistriolatus,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.535,Human,,2024-07-11,ICZN,17,53,observations,-2.965676,-60.73991883333333,WGS84,,"-2.965676,-60.7399188333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,443_ba3486-420c4/crop_C02_2024-07-11_23-03-25_-2-965676_-60-739918833333334_CROPNUMBER_378_UUID_443_ba3486-420c4.png
81,Raft-3/Insect/49,MachineObservation,,2024-07-11 21:05:31,Litargus--Erichson_1846,Animalia,Arthropoda,Insecta,Coleoptera,Mycetophagidae,Litargus,,Genus,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.26,Human,,2024-07-11,ICZN,1,144,observations,-2.966101333333333,-60.737378,WGS84,,"-2.96610133333333,-60.737378",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,831_5eec56-7340f/crop_C03_2024-07-12_01-05-31_-2-9661013333333335_-60-737378_CROPNUMBER_161_UUID_831_5eec56-7340f.png
82,Raft-3/Insect/50,MachineObservation,,2024-07-11 19:02:57,Litargus-balteatus-LeConte_1856,Animalia,Arthropoda,Insecta,Coleoptera,Mycetophagidae,Litargus,Litargus balteatus,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.289,Human,,2024-07-11,ICZN,1,144,observations,-2.965997333333333,-60.7374555,WGS84,,"-2.96599733333333,-60.7374555",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,397_bf397a-7104c/crop_C03_2024-07-11_23-02-57_-2-965997333333333_-60-7374555_CROPNUMBER_96_UUID_397_bf397a-7104c.png
83,Raft-3/Insect/51,MachineObservation,,2024-07-11 18:59:34,Litargus-tetraspilotus-LeConte_1856,Animalia,Arthropoda,Insecta,Coleoptera,Mycetophagidae,Litargus,Litargus tetraspilotus,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.316,Human,,2024-07-11,ICZN,4,144,observations,-2.9661006666666667,-60.737356166666665,WGS84,,"-2.96610066666667,-60.7373561666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,385_05512a-f9c24/crop_C03_2024-07-11_22-59-34_-2-9661006666666667_-60-737356166666665_CROPNUMBER_88_UUID_385_05512a-f9c24.png
84,Raft-2/Insect/23,MachineObservation,,2024-07-11 20:26:54,Lonchoptera-bifurcata-Falln_1810,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Lonchoptera,Lonchoptera bifurcata,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.266,Human,,2024-07-11,ICZN,2,53,observations,-2.965679166666667,-60.739879,WGS84,,"-2.96567916666667,-60.739879",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,743_a7da02-8372f/crop_C02_2024-07-12_00-26-54_-2-965679166666667_-60-739879_CROPNUMBER_263_UUID_743_a7da02-8372f.png
85,Raft-3/Insect/52,MachineObservation,,2024-07-12 01:33:27,Lycaenidae--,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.688,Human,,2024-07-12,ICZN,19,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,1779_cd895c-001dc/crop_C03_2024-07-12_05-33-27_0-0_0-0_CROPNUMBER_4_UUID_1779_cd895c-001dc.png
86,Raft-2/Insect/24,MachineObservation,,2024-07-12 06:01:24,Macrosoma-rubedinaria-Walker_1862,Animalia,Arthropoda,Insecta,Lepidoptera,Hedylidae,Macrosoma,Macrosoma rubedinaria,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.357,Human,,2024-07-12,ICZN,3,53,observations,-2.965693,-60.739897166666665,WGS84,,"-2.965693,-60.7398971666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,2796_7c62af-22800/crop_C02_2024-07-12_10-01-24_-2-965693_-60-739897166666665_CROPNUMBER_3_UUID_2796_7c62af-22800.png
87,Raft-2/Insect/25,MachineObservation,,2024-07-11 20:06:37,Malacopterus-tenellus-Fabricius_1801,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Malacopterus,Malacopterus tenellus,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.289,Human,,2024-07-11,ICZN,1,53,observations,-2.9656838333333333,-60.73989,WGS84,,"-2.96568383333333,-60.73989",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,670_2320d0-3f60c/crop_C02_2024-07-12_00-06-37_-2-9656838333333333_-60-73989_CROPNUMBER_46_UUID_670_2320d0-3f60c.png
88,Raft-3/Insect/53,MachineObservation,,2024-07-11 20:25:39,Mansonia-titillans-Walker_1848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Mansonia,Mansonia titillans,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.297,Human,,2024-07-11,ICZN,2,144,observations,-2.9660586666666666,-60.737154,WGS84,,"-2.96605866666667,-60.737154",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 3]",,690_eb6786-5f1ed/crop_C03_2024-07-12_00-25-39_-2-9660586666666666_-60-737154_CROPNUMBER_190_UUID_690_eb6786-5f1ed.png
89,Raft-1/Insect/12,MachineObservation,,2024-07-11 19:30:35,Megalopygidae--,Animalia,Arthropoda,Insecta,Lepidoptera,Megalopygidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.299,Human,,2024-07-11,ICZN,1,58,observations,-2.966426333333333,-60.742546833333336,WGS84,,"-2.96642633333333,-60.7425468333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,622_9cf88e-a785e/crop_C01_2024-07-11_23-30-35_-2-966426333333333_-60-742546833333336_CROPNUMBER_175_UUID_622_9cf88e-a785e.png
90,Raft-3/Insect/54,MachineObservation,,2024-07-11 21:55:04,Melalgus-plicatus-LeConte_1874,Animalia,Arthropoda,Insecta,Coleoptera,Bostrichidae,Melalgus,Melalgus plicatus,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.463,Human,,2024-07-11,ICZN,6,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 3]",,1006_da86ee-3e2cd/crop_C03_2024-07-12_01-55-04_0-0_0-0_CROPNUMBER_119_UUID_1006_da86ee-3e2cd.png
91,Raft-3/Insect/55,MachineObservation,,2024-07-11 22:04:58,Mesovelia-mulsanti-White_1879,Animalia,Arthropoda,Insecta,Hemiptera,Mesoveliidae,Mesovelia,Mesovelia mulsanti,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.275,Human,,2024-07-11,ICZN,2,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 3]",,1041_bac2cd-31f44/crop_C03_2024-07-12_02-04-58_0-0_0-0_CROPNUMBER_17_UUID_1041_bac2cd-31f44.png
92,Raft-3/Insect/56,MachineObservation,,2024-07-11 22:58:03,Microtechnites-bractatus-Say_1832,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Microtechnites,Microtechnites bractatus,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.609,Human,,2024-07-11,ICZN,3,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 3]",,1229_a1a130-98612/crop_C03_2024-07-12_02-58-03_0-0_0-0_CROPNUMBER_21_UUID_1229_a1a130-98612.png
93,Raft-1/Insect/13,MachineObservation,,2024-07-11 19:33:03,Monellia-caryella-Fitch_1855,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Monellia,Monellia caryella,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.551,Human,,2024-07-11,ICZN,1,58,observations,-2.966452666666666,-60.742535,WGS84,,"-2.96645266666667,-60.742535",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,631_e835c1-9b459/crop_C01_2024-07-11_23-33-03_-2-9664526666666666_-60-742535_CROPNUMBER_440_UUID_631_e835c1-9b459.png
94,Raft-2/Insect/26,MachineObservation,,2024-07-11 20:12:10,Mycetophagidae--,Animalia,Arthropoda,Insecta,Coleoptera,Mycetophagidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.289,Human,,2024-07-11,ICZN,5,53,observations,-2.965624,-60.739939166666666,WGS84,,"-2.965624,-60.7399391666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,690_3a3ce1-2ddd0/crop_C02_2024-07-12_00-12-10_-2-965624_-60-739939166666666_CROPNUMBER_201_UUID_690_3a3ce1-2ddd0.png
95,Raft-2/Insect/27,MachineObservation,,2024-07-11 19:35:29,Myrmeleontidae--,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.395,Human,,2024-07-11,ICZN,8,53,observations,-2.9656743333333333,-60.739898,WGS84,,"-2.96567433333333,-60.739898",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,558_82af12-c8417/crop_C02_2024-07-11_23-35-29_-2-9656743333333333_-60-739898_CROPNUMBER_77_UUID_558_82af12-c8417.png
96,Raft-3/Insect/57,MachineObservation,,2024-07-12 01:33:27,Niphograpta-albiguttalis-Warren_1889,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Niphograpta,Niphograpta albiguttalis,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.377,Human,,2024-07-12,ICZN,2,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1779_cd895c-001dc/crop_C03_2024-07-12_05-33-27_0-0_0-0_CROPNUMBER_0_UUID_1779_cd895c-001dc.png
